Vehicle_ID,Vehicle_Type,Speed (km/h),Position_X,Position_Y,Vehicle_Priority,Communication_Mode,Slice_ID,Slice_Type,Requested_Bandwidth (Mbps),Allocated_Bandwidth (Mbps),Scheduling_Algorithm,Latency (ms),Energy_Consumption (W),AI_Optimization_Score,Vehicle_Mobility_Index,Congestion_Level,Signal_Strength (dBm),Traffic_Density,Weather_Condition,Throughput (Mbps),AI_Decision_Time (ms),Network_Stability_Index,Packet_Loss_Rate (%),Throughput_Efficiency,Time_Stamp,Time_of_Day
V512,Sedan,86,755,818,1,V2I,Slice1,URLLC,223,109,Reinforcement Learning,82,19,0.9259359307375816,0.605527569346326,8,-66,78,Snow,43,18,8.138237454288015,1.802714944951801,0.796951160704166,2025-01-25 11:33:45,Morning
V513,Motorcycle,55,713,260,1,V2X,Slice2,eMBB,257,129,Genetic Algorithm,58,46,0.7810536063113511,0.9232746623686254,8,-62,50,Rain,116,40,9.685935496252846,0.40151743706295095,0.7924780971235068,2025-01-25 04:38:33,Morning
V514,SUV,27,758,68,0,V2I,Slice2,URLLC,192,196,Genetic Algorithm,12,34,0.8598507107993805,0.9193540250198962,8,-65,85,Fog,60,44,6.731619549818227,3.7548207916661154,0.7224532771653563,2025-01-25 02:30:20,Night
V515,SUV,58,167,498,0,V2V,Slice2,eMBB,76,172,Reinforcement Learning,53,32,0.9551515208606425,0.9399007026668655,2,-85,94,Rain,141,26,6.273767392728447,0.27427682740511217,0.8007468111956366,2025-01-25 03:25:09,Morning
V516,Sedan,112,377,214,1,V2V,Slice2,eMBB,274,33,Simulated Annealing,48,49,0.9260139688765658,0.8620776339087844,8,-66,84,Rain,122,20,9.785741580845738,4.729846188314663,0.8808208247331634,2025-01-25 12:29:08,Morning
V517,SUV,86,929,277,0,V2I,Slice2,mMTC,138,213,Genetic Algorithm,73,45,0.9462618427291141,0.4354378108334373,5,-83,68,Clear,83,20,7.519338035218382,4.173591882920303,0.813094391238826,2025-01-25 07:19:07,Morning
V518,Sedan,52,943,283,1,V2V,Slice2,mMTC,82,31,Reinforcement Learning,87,27,0.7774365972079745,0.7183879602960028,4,-75,31,Snow,149,42,9.105207086404633,0.28539621947354266,0.7062245177996007,2025-01-25 21:15:57,Night
V519,Sedan,105,228,920,1,V2X,Slice1,URLLC,125,107,Reinforcement Learning,80,39,0.9339899886257841,0.6857411344088603,7,-84,10,Snow,125,24,8.425546435938235,4.091993537458776,0.8877523033641215,2025-01-25 14:41:32,Morning
V520,Motorcycle,67,699,387,0,V2I,Slice2,URLLC,255,157,Genetic Algorithm,53,48,0.8217163305139876,0.6771777719906225,10,-72,79,Snow,76,14,6.749066154535532,0.5491927069461072,0.7916640756523299,2025-01-25 10:54:58,Night
V521,Truck,65,695,557,1,V2X,Slice3,URLLC,59,153,Reinforcement Learning,51,15,0.9880028056881957,0.793021498056458,6,-82,25,Rain,81,49,6.806648517549014,3.5052422819951046,0.9995379386931911,2025-01-25 15:46:48,Night
V522,SUV,52,737,672,0,V2I,Slice3,URLLC,219,179,Reinforcement Learning,37,24,0.8397628566128991,0.8511712916679288,5,-84,58,Rain,77,20,8.97065573129492,3.477136437959631,0.9698974392355727,2025-01-25 13:39:43,Afternoon
V523,Motorcycle,35,426,346,0,V2I,Slice2,URLLC,214,95,Reinforcement Learning,88,33,0.9690856071055869,0.7248240288704447,5,-65,95,Clear,55,28,8.537971467546843,4.820056257496418,0.8462675792818134,2025-01-25 09:00:34,Afternoon
V524,Sedan,56,460,121,1,V2V,Slice1,URLLC,61,49,Genetic Algorithm,65,38,0.898934800914528,0.8523904289801736,8,-82,94,Snow,125,40,6.059637002037713,2.285727536131876,0.8104698194501071,2025-01-25 16:15:40,Afternoon
V525,Motorcycle,112,607,150,0,V2V,Slice1,URLLC,238,33,Genetic Algorithm,59,25,0.9800044145490265,0.545762233763209,1,-79,79,Clear,136,39,7.98088682912399,3.7566316987480333,0.7208763058551194,2025-01-25 21:32:54,Night
V526,SUV,99,559,549,1,V2V,Slice1,URLLC,288,111,Genetic Algorithm,36,18,0.8697441247439202,0.7843383891504153,5,-73,31,Fog,117,28,9.67525439871995,2.8305016763296447,0.7004429026169693,2025-01-25 19:24:55,Night
V527,Motorcycle,87,328,180,1,V2V,Slice2,eMBB,262,143,Genetic Algorithm,12,15,0.7712233477277545,0.7670017364943627,8,-62,27,Rain,49,25,8.129999143850576,4.902193330382521,0.9395966998829423,2025-01-25 06:56:26,Evening
V528,Truck,69,382,702,1,V2I,Slice3,URLLC,277,205,Simulated Annealing,83,23,0.8956626927772209,0.6007877944565841,6,-89,2,Fog,121,30,6.11186842968492,2.512620328901397,0.8477102415038633,2025-01-25 22:51:10,Evening
V529,SUV,111,225,259,1,V2X,Slice1,mMTC,120,212,Simulated Annealing,90,26,0.7770153833807246,0.7023550713300166,9,-67,83,Fog,119,14,7.957277431802572,4.704353211846976,0.7955540035292673,2025-01-25 22:12:20,Morning
V530,Sedan,24,172,932,1,V2X,Slice1,eMBB,253,113,Simulated Annealing,70,20,0.9552117865161065,0.993778606129378,9,-90,65,Clear,129,36,6.180978797644006,2.035319382533736,0.870938888823701,2025-01-25 23:36:33,Morning
V531,SUV,84,563,885,1,V2X,Slice3,mMTC,69,119,Genetic Algorithm,95,37,0.7257094512159908,0.8198384140022688,7,-80,15,Rain,73,40,7.811247246525486,0.941292259048499,0.7917418161205504,2025-01-25 04:36:19,Night
V532,Motorcycle,63,31,884,0,V2X,Slice1,mMTC,83,100,Genetic Algorithm,26,16,0.7719488158360818,0.6667771390669637,6,-86,8,Snow,117,35,8.94890570772018,1.8859092357659208,0.8150054146312428,2025-01-25 22:11:01,Night
V533,Truck,38,851,604,0,V2V,Slice1,eMBB,144,83,Simulated Annealing,66,42,0.9350608214934043,0.8247643254323404,6,-90,48,Snow,81,17,6.52406087227939,2.2357940702218047,0.7219388993217812,2025-01-25 09:30:44,Afternoon
V534,Motorcycle,65,574,384,1,V2V,Slice2,mMTC,183,112,Genetic Algorithm,54,38,0.8252710357121711,0.6297810935327031,4,-67,30,Fog,76,16,7.364001833364763,3.2825221749101297,0.8326028950030304,2025-01-25 04:25:36,Morning
V535,Sedan,112,192,873,1,V2V,Slice2,URLLC,286,53,Simulated Annealing,45,38,0.7476124051751044,0.5904379711894086,8,-69,67,Snow,74,27,6.796013299019847,3.0849713387592153,0.7426690795148898,2025-01-25 03:30:07,Night
V536,SUV,25,41,450,1,V2I,Slice2,eMBB,91,168,Genetic Algorithm,39,11,0.9982916682613348,0.7013619898870075,8,-67,20,Clear,136,46,7.574179825432705,0.9321255880556167,0.8291712236401623,2025-01-25 17:25:40,Afternoon
V537,Motorcycle,98,431,131,1,V2I,Slice1,eMBB,53,173,Reinforcement Learning,33,39,0.8369488838549382,0.6693058468835935,2,-74,70,Rain,44,49,6.5982680094489226,0.6318644104086513,0.9325778862886229,2025-01-25 23:16:12,Morning
V538,Truck,67,336,913,1,V2X,Slice3,eMBB,193,94,Reinforcement Learning,11,28,0.8434224954415641,0.9702525995528453,9,-75,74,Rain,77,32,7.087528523217724,2.5941437680641846,0.7706838026534081,2025-01-25 21:02:23,Evening
V539,Truck,84,355,173,0,V2V,Slice3,URLLC,281,249,Reinforcement Learning,57,19,0.8058419466502156,0.9872995277141114,3,-90,90,Snow,50,42,6.538127719820974,0.2956742473669288,0.7688160207859088,2025-01-25 01:34:30,Afternoon
V540,Motorcycle,78,505,6,0,V2X,Slice1,eMBB,271,42,Reinforcement Learning,16,10,0.7198138218102543,0.5944054502233331,5,-66,42,Fog,79,33,7.649733083330068,3.083068047828914,0.9132934806650006,2025-01-25 14:12:01,Afternoon
V541,Sedan,51,370,572,1,V2V,Slice2,URLLC,81,232,Simulated Annealing,85,44,0.7725760822197838,0.4399701082948165,2,-68,65,Clear,97,42,7.886269717105186,3.068200609605754,0.8611193180755112,2025-01-25 05:50:37,Afternoon
V542,Sedan,30,55,768,0,V2V,Slice3,mMTC,205,35,Genetic Algorithm,72,26,0.7840757111428699,0.5211580195723609,9,-85,37,Clear,92,42,8.348239049644498,0.9984021820788608,0.8260858870000086,2025-01-25 19:58:38,Morning
V543,SUV,101,10,732,0,V2V,Slice1,URLLC,244,123,Reinforcement Learning,93,43,0.8713385782471489,0.9560288293559932,3,-61,60,Rain,122,37,9.026313211583739,4.723939640736277,0.7146791049945989,2025-01-25 07:02:18,Night
V544,Motorcycle,37,298,56,1,V2V,Slice3,URLLC,225,209,Genetic Algorithm,63,43,0.9808635043039862,0.490933089502655,10,-88,94,Snow,109,11,6.415655705368529,2.870942480090228,0.8410770541667448,2025-01-25 06:03:39,Afternoon
V545,Truck,33,584,12,0,V2I,Slice2,mMTC,177,87,Reinforcement Learning,77,46,0.7419320505501419,0.7706441707865446,9,-65,72,Clear,70,42,9.476922597861567,4.99953044508442,0.8225380663021439,2025-01-25 07:29:49,Afternoon
V546,SUV,109,957,758,1,V2X,Slice2,eMBB,236,130,Genetic Algorithm,62,25,0.9924028335385089,0.4234488324948231,4,-72,85,Fog,120,45,8.798729153946342,0.21489320497197595,0.7486449252924292,2025-01-25 08:01:17,Night
V547,Motorcycle,28,129,89,0,V2I,Slice3,mMTC,291,63,Reinforcement Learning,75,14,0.8422185093101857,0.7041802375766114,2,-61,84,Fog,143,47,6.431781712907538,3.7867507508687517,0.9791610445589116,2025-01-25 07:01:56,Morning
V548,Truck,80,253,151,0,V2V,Slice1,eMBB,116,207,Simulated Annealing,47,22,0.8749042986986737,0.6441647392900384,7,-83,28,Snow,76,27,7.518128989814525,1.282099977440427,0.8220021264633776,2025-01-25 03:10:05,Evening
V549,Truck,21,666,27,1,V2I,Slice3,eMBB,140,57,Genetic Algorithm,39,10,0.7105016437501019,0.8263468654617858,6,-67,38,Fog,50,18,7.512457459548294,2.5926389730501143,0.7002487707084697,2025-01-25 07:31:57,Night
V550,SUV,48,629,691,0,V2V,Slice2,mMTC,169,230,Reinforcement Learning,13,25,0.9552749391068796,0.7067035584785009,3,-77,7,Fog,88,34,8.816548525558805,0.5246921253880343,0.9905573038389563,2025-01-25 08:21:15,Night
V551,Truck,36,247,837,1,V2X,Slice2,mMTC,100,99,Simulated Annealing,29,17,0.9601564929875747,0.691051531638542,3,-81,59,Rain,80,43,6.599273551637948,0.7501300007739464,0.8398736186366438,2025-01-25 07:39:30,Afternoon
V552,Truck,112,69,904,1,V2V,Slice1,mMTC,218,89,Genetic Algorithm,98,15,0.9260037809301505,0.774734593087147,2,-62,97,Snow,55,37,6.245950349782028,1.5915501029678725,0.886806734281671,2025-01-25 21:33:03,Morning
V553,Sedan,78,128,996,1,V2X,Slice3,mMTC,142,87,Simulated Annealing,67,22,0.7435810438041786,0.8206941138682791,10,-74,55,Rain,46,45,6.100099481777571,3.8948050829434884,0.8154951304399535,2025-01-25 20:55:11,Night
V554,Sedan,44,422,26,0,V2X,Slice2,URLLC,286,227,Genetic Algorithm,46,18,0.8213693929137819,0.7886032474809539,4,-85,65,Rain,72,23,9.469696600894604,4.121248102658903,0.9350748294917752,2025-01-25 07:26:32,Afternoon
V555,Motorcycle,49,977,442,0,V2X,Slice3,URLLC,62,49,Simulated Annealing,83,48,0.9866387227283844,0.9301231916082665,10,-82,87,Rain,84,45,8.47525621177096,0.8989550633856697,0.7929948374419421,2025-01-25 10:30:06,Afternoon
V556,Truck,27,315,100,0,V2I,Slice1,URLLC,222,197,Simulated Annealing,22,43,0.8266204765066226,0.46858421960520663,6,-66,89,Rain,78,19,6.082350559031737,0.6540412533089113,0.8359798807965206,2025-01-25 04:16:02,Afternoon
V557,Motorcycle,72,869,437,0,V2X,Slice3,eMBB,113,219,Reinforcement Learning,13,18,0.8046092606437668,0.9748388426010028,6,-77,97,Snow,74,18,9.748089660949082,4.735828755639251,0.8273274230851533,2025-01-25 05:22:07,Morning
V558,Truck,53,434,414,1,V2X,Slice3,eMBB,288,140,Reinforcement Learning,31,11,0.7256832818483743,0.8064561074188525,5,-77,51,Rain,121,12,6.433570017295073,3.6065317839610715,0.8302143885868953,2025-01-25 00:26:51,Afternoon
V559,Motorcycle,30,786,427,1,V2V,Slice3,eMBB,101,142,Simulated Annealing,84,21,0.7239053394237314,0.5186729868949213,9,-79,38,Snow,85,12,8.99472448014708,0.6957335331815817,0.8883381853795922,2025-01-25 21:42:31,Afternoon
V560,Truck,115,640,503,0,V2I,Slice1,eMBB,124,162,Genetic Algorithm,46,14,0.8297825163678796,0.6480678853133799,9,-90,56,Rain,81,19,9.418713208772626,0.4055308071539421,0.9362639667087279,2025-01-25 19:57:36,Morning
V561,SUV,79,695,755,0,V2I,Slice2,eMBB,185,67,Reinforcement Learning,23,32,0.8621223413930323,0.5854337682429096,5,-75,44,Fog,106,34,8.599113136793253,1.9296176324473353,0.8174568084756293,2025-01-25 11:58:54,Night
V562,Motorcycle,116,301,851,0,V2V,Slice3,URLLC,157,39,Reinforcement Learning,19,17,0.9474400542250614,0.8301466719089252,2,-79,39,Snow,71,32,6.283681927330067,0.5624650514496954,0.8885159659288481,2025-01-25 18:28:01,Morning
V563,Motorcycle,67,607,596,1,V2I,Slice1,eMBB,214,130,Simulated Annealing,33,39,0.9721433877822694,0.9973255602826174,3,-80,2,Fog,132,20,8.267052583113653,3.5533640483544082,0.7193531835922531,2025-01-25 18:22:27,Morning
V564,Truck,47,886,604,1,V2X,Slice2,eMBB,206,140,Simulated Annealing,40,21,0.8199282181330747,0.9210545185698091,7,-81,17,Rain,70,31,7.8115760825462885,0.9086820721205452,0.7215248380880206,2025-01-25 19:02:42,Evening
V565,Motorcycle,74,896,791,0,V2V,Slice1,URLLC,187,223,Simulated Annealing,38,12,0.9530356974840094,0.9171909928666832,2,-71,35,Rain,138,36,9.03594533124658,2.4653795175653457,0.731921346396985,2025-01-25 04:40:19,Afternoon
V566,SUV,58,573,231,1,V2V,Slice3,eMBB,296,228,Reinforcement Learning,66,39,0.8631053140680278,0.6471992028043009,1,-88,68,Snow,116,12,7.075054664881188,1.8316475566150636,0.7684283254114654,2025-01-25 23:49:09,Morning
V567,Sedan,81,382,323,0,V2V,Slice2,mMTC,296,104,Genetic Algorithm,92,29,0.9917967220022226,0.6615445483034266,1,-62,97,Rain,80,22,8.781804774335974,3.1090951552634483,0.7533954856456666,2025-01-25 06:59:45,Night
V568,Sedan,82,890,908,0,V2X,Slice1,eMBB,96,222,Genetic Algorithm,68,48,0.9787569923951213,0.5221703606718622,8,-89,21,Snow,107,39,6.8104690369791765,4.632159762946472,0.8435501320957189,2025-01-25 04:12:42,Afternoon
V569,Truck,76,77,163,0,V2V,Slice1,mMTC,216,235,Simulated Annealing,11,41,0.9139433705635884,0.6229218100182046,5,-87,65,Fog,81,43,8.8349553276375,2.0977232675414443,0.7800376789938701,2025-01-25 01:03:24,Night
V570,SUV,73,912,943,1,V2X,Slice1,eMBB,120,114,Reinforcement Learning,34,48,0.7567665147798988,0.7773670213859183,4,-76,54,Clear,113,39,7.04936301137362,2.392279707676088,0.9062303919510837,2025-01-25 00:23:34,Morning
V571,SUV,41,8,300,0,V2X,Slice1,URLLC,249,35,Simulated Annealing,31,34,0.9773889605212147,0.9051085780724135,4,-88,45,Snow,59,33,9.947811607817638,4.32699265799185,0.9339012507492459,2025-01-25 23:44:06,Afternoon
V572,Motorcycle,68,554,759,1,V2V,Slice2,mMTC,151,141,Genetic Algorithm,10,43,0.735035076647781,0.43528252834169195,3,-78,6,Rain,69,10,9.703438810787377,3.1625335564781683,0.8210744551824364,2025-01-25 13:05:02,Evening
V573,SUV,94,38,649,0,V2I,Slice3,mMTC,139,247,Reinforcement Learning,17,23,0.9455069375351036,0.9677098519160322,8,-73,93,Rain,129,45,8.030719703221285,0.26687958362283937,0.9654035354222199,2025-01-25 05:39:55,Evening
V574,Truck,117,520,660,1,V2V,Slice2,mMTC,179,46,Simulated Annealing,50,45,0.8482851651656309,0.5456688513580605,8,-87,45,Snow,132,21,8.806350128049031,0.14244006726883918,0.8756000391632821,2025-01-25 17:31:32,Evening
V575,Sedan,86,522,497,1,V2V,Slice3,mMTC,277,55,Genetic Algorithm,75,41,0.8834437159915892,0.5201425433024295,7,-73,20,Rain,84,29,9.259122100779766,4.660628037549898,0.9629573939911404,2025-01-25 14:11:45,Evening
V576,Sedan,95,266,620,1,V2I,Slice3,URLLC,148,164,Genetic Algorithm,18,47,0.9613872882585661,0.6387549485678118,6,-85,39,Snow,137,11,8.731290524466404,1.0100090743975736,0.8396091702503434,2025-01-25 02:25:57,Afternoon
V577,Truck,95,793,111,0,V2I,Slice2,URLLC,188,77,Genetic Algorithm,62,22,0.9379040091094606,0.7822995656796357,9,-65,91,Snow,102,34,9.254453938074985,4.558006114358227,0.8028427744020606,2025-01-25 23:51:04,Afternoon
V578,SUV,51,648,847,0,V2X,Slice1,mMTC,163,222,Simulated Annealing,37,21,0.7175365418047389,0.7415095497749546,9,-69,33,Clear,128,41,7.234345487611695,2.17815568640851,0.8605576356506599,2025-01-25 13:59:10,Night
V579,Sedan,61,482,501,0,V2I,Slice1,eMBB,201,108,Genetic Algorithm,16,42,0.8110054646435323,0.5513988752785609,1,-75,55,Snow,72,42,6.485947922296726,2.2890996015746423,0.8155897838911914,2025-01-25 16:44:59,Afternoon
V580,Truck,88,136,754,1,V2I,Slice3,URLLC,78,124,Simulated Annealing,72,42,0.9911376138677178,0.9750285681905668,1,-77,56,Snow,48,40,6.494278823501999,4.961559794731702,0.7956562525965041,2025-01-25 21:08:08,Evening
V581,SUV,29,647,180,0,V2I,Slice2,mMTC,102,193,Genetic Algorithm,87,46,0.8067808323701076,0.75874193085995,7,-86,68,Fog,119,45,8.576886241527863,2.5742202602864124,0.7319835123736952,2025-01-25 08:15:16,Morning
V582,SUV,59,437,750,1,V2V,Slice1,eMBB,264,99,Reinforcement Learning,91,13,0.9416480541483163,0.8929926046240496,8,-79,31,Clear,48,29,7.878900292391205,4.866685826212008,0.8415829026962343,2025-01-25 17:47:31,Afternoon
V583,Truck,73,964,734,0,V2X,Slice3,URLLC,182,48,Genetic Algorithm,41,25,0.918544701656841,0.9489450679614005,10,-70,83,Clear,54,33,9.274866415560131,3.1901718890684716,0.8917287666474207,2025-01-25 06:42:14,Afternoon
V584,Motorcycle,27,196,695,0,V2I,Slice3,eMBB,73,35,Reinforcement Learning,10,27,0.9868201848119214,0.640131076394536,3,-86,79,Snow,103,38,6.234381562720337,3.85437344755983,0.9387236692973471,2025-01-25 07:56:33,Evening
V585,Motorcycle,91,782,890,1,V2X,Slice1,URLLC,127,59,Simulated Annealing,32,37,0.9849473559824998,0.5387688270801756,2,-67,46,Rain,48,12,8.181804893436809,0.32810943720095964,0.9605565085942573,2025-01-25 19:42:31,Night
V586,SUV,44,356,77,1,V2X,Slice2,URLLC,130,192,Reinforcement Learning,20,14,0.8371965704492292,0.7840218945361039,5,-67,28,Fog,89,13,6.635193096995954,0.0718556414425664,0.7509358466147417,2025-01-25 07:29:40,Morning
V587,Motorcycle,97,857,764,1,V2X,Slice2,URLLC,88,214,Reinforcement Learning,64,17,0.7683634401515713,0.6019341009560131,10,-65,31,Rain,61,13,8.818306155068786,3.602470635043214,0.8158466442931563,2025-01-25 19:53:21,Afternoon
V588,Truck,59,417,702,1,V2V,Slice3,eMBB,221,46,Genetic Algorithm,33,47,0.7903350309921119,0.6306726362192843,4,-69,68,Rain,91,22,7.296991981990356,2.533263720560639,0.8833785675260254,2025-01-25 22:46:32,Night
V589,SUV,104,844,273,0,V2V,Slice1,eMBB,114,109,Simulated Annealing,66,26,0.7883862463418686,0.48250852896375723,4,-82,4,Fog,118,24,6.95232947240733,3.994376719848518,0.8907257714492672,2025-01-25 01:23:44,Morning
V590,Truck,25,347,380,0,V2X,Slice1,eMBB,297,219,Reinforcement Learning,78,28,0.8889718974732559,0.8920034400850525,2,-69,68,Fog,130,16,6.032355376349973,0.8940081016842388,0.9610428970502085,2025-01-25 15:02:33,Evening
V591,Truck,60,461,718,0,V2V,Slice2,mMTC,189,39,Reinforcement Learning,71,42,0.8100930372225025,0.8680760910085545,1,-66,35,Clear,40,45,8.046895838774365,4.08079128575264,0.8554527832291281,2025-01-25 06:51:53,Morning
V592,Sedan,50,512,192,0,V2X,Slice1,eMBB,279,129,Reinforcement Learning,94,31,0.9604379474465501,0.7825950579181404,1,-78,79,Rain,79,20,8.412061346789717,3.3231234412781117,0.8634997034406139,2025-01-25 21:45:29,Morning
V593,Sedan,41,785,416,0,V2I,Slice3,eMBB,230,138,Simulated Annealing,93,35,0.7905250092314912,0.6284046872162172,9,-79,54,Snow,110,30,8.792961136738771,1.2708700790147924,0.8077358943541386,2025-01-25 18:22:44,Evening
V594,Sedan,118,962,496,1,V2I,Slice1,eMBB,285,175,Genetic Algorithm,95,24,0.9970361258411915,0.9817948297796976,2,-81,46,Fog,113,48,9.948106918027527,4.552482398683189,0.9871127367582136,2025-01-25 04:23:18,Night
V595,Truck,71,13,287,0,V2I,Slice3,mMTC,129,103,Genetic Algorithm,83,42,0.8987925832417424,0.6154027614497497,10,-61,62,Rain,143,21,8.262029727894145,4.848289664671387,0.7641150548869667,2025-01-25 11:40:29,Afternoon
V596,Motorcycle,102,248,714,0,V2V,Slice1,URLLC,85,130,Genetic Algorithm,79,19,0.8067249025989992,0.7713131178504614,5,-68,94,Clear,127,26,8.60911054223316,2.2987235932472787,0.9177128266462928,2025-01-25 07:08:36,Morning
V597,Motorcycle,96,666,890,0,V2X,Slice3,URLLC,52,161,Reinforcement Learning,86,14,0.8757887710645065,0.4892237339170758,2,-78,51,Rain,74,31,8.36843339821571,2.2565037352787765,0.8569181472326686,2025-01-25 17:58:29,Afternoon
V598,Sedan,75,390,101,1,V2V,Slice1,eMBB,229,229,Reinforcement Learning,67,25,0.8084963591916378,0.4844189634793894,1,-84,68,Snow,78,27,8.753337987521084,2.8569442226172654,0.7800534382164361,2025-01-25 23:50:48,Evening
V599,Motorcycle,41,51,719,0,V2X,Slice1,eMBB,89,53,Genetic Algorithm,21,18,0.8545859442287642,0.9732635719083569,3,-71,23,Snow,129,13,9.687175288735869,3.578045137508416,0.7594306975961823,2025-01-25 17:21:10,Night
V600,SUV,38,126,886,0,V2X,Slice3,mMTC,172,93,Genetic Algorithm,80,39,0.857774426613979,0.8363935870853286,6,-66,92,Fog,48,15,9.863628059465652,3.505032701172703,0.8757689137112975,2025-01-25 21:55:07,Night
V601,Motorcycle,40,271,117,1,V2V,Slice1,URLLC,118,127,Reinforcement Learning,92,24,0.9295847727665957,0.4156117529091917,8,-86,29,Clear,89,25,8.324918472164118,2.660178412103,0.7135580182477343,2025-01-25 20:39:34,Morning
V602,Motorcycle,22,169,387,1,V2I,Slice3,eMBB,81,105,Genetic Algorithm,95,47,0.8340387082164707,0.783128187880118,5,-88,37,Snow,74,48,8.353854290272501,4.592363404531534,0.9868575427515213,2025-01-25 08:22:01,Morning
V603,Sedan,93,490,689,0,V2V,Slice2,eMBB,66,117,Genetic Algorithm,14,31,0.9845949053849297,0.4283914129424831,9,-70,76,Fog,75,18,9.318946768529393,0.8147627635297217,0.8025136212931099,2025-01-25 19:42:04,Afternoon
V604,SUV,88,799,375,0,V2V,Slice1,URLLC,121,151,Reinforcement Learning,75,12,0.729533504549959,0.8466137760324475,3,-71,96,Clear,109,23,6.063185404666286,0.9952757958063219,0.999559153864071,2025-01-25 17:28:20,Evening
V605,SUV,108,836,397,0,V2V,Slice2,mMTC,244,71,Reinforcement Learning,84,27,0.7962966623200957,0.43296183592955007,7,-76,51,Snow,80,48,6.771497415016569,3.608391067399237,0.8680157057150366,2025-01-25 15:20:06,Afternoon
V606,Motorcycle,25,257,232,1,V2I,Slice3,eMBB,274,184,Genetic Algorithm,14,31,0.9240978154057454,0.620797681340485,9,-63,71,Snow,112,41,6.700840051971106,3.7080339673031215,0.7925080377063402,2025-01-25 06:06:54,Afternoon
V607,Motorcycle,74,322,290,0,V2V,Slice1,eMBB,196,214,Genetic Algorithm,53,41,0.8788850640538541,0.6263979188971289,5,-86,37,Snow,61,21,6.288777522111186,1.967795026724598,0.7690560147932682,2025-01-25 03:09:20,Morning
V608,Truck,48,582,372,1,V2I,Slice3,eMBB,232,195,Genetic Algorithm,14,45,0.7371937428264717,0.7550931499974887,6,-67,38,Fog,61,16,7.439150659184357,1.494323983191694,0.9299109079078726,2025-01-25 03:59:59,Morning
V609,Sedan,95,641,685,0,V2I,Slice1,mMTC,283,81,Simulated Annealing,81,14,0.9441311361297187,0.5274525195294554,3,-72,51,Fog,113,15,9.0081411561085,0.23007996672886222,0.7163292711877919,2025-01-25 12:58:00,Evening
V610,Truck,20,994,775,1,V2I,Slice2,eMBB,105,238,Reinforcement Learning,76,10,0.8992297689203546,0.8157245393765509,8,-61,10,Fog,47,35,8.381801390935369,1.934066891682356,0.9336876890928926,2025-01-25 07:19:25,Afternoon
V611,Truck,91,844,109,1,V2I,Slice1,URLLC,97,143,Reinforcement Learning,86,37,0.8751868467538227,0.7214620356314769,7,-77,98,Rain,136,37,7.07042247704444,1.2387784976335092,0.8897598412377348,2025-01-25 04:15:25,Evening
V612,Sedan,85,133,879,1,V2I,Slice2,eMBB,90,45,Genetic Algorithm,28,15,0.9628293950646484,0.6010954952978596,3,-90,19,Fog,136,18,9.566837713972667,4.170277866129783,0.8043239775185972,2025-01-25 04:08:46,Evening
V613,SUV,27,964,806,0,V2I,Slice1,mMTC,65,76,Genetic Algorithm,11,32,0.9502944025887932,0.8640509842959248,3,-64,50,Clear,65,31,7.2495681257836875,2.4475263919484185,0.8708943499806094,2025-01-25 16:37:47,Night
V614,SUV,62,639,303,1,V2V,Slice2,eMBB,180,70,Genetic Algorithm,11,32,0.7948264352133564,0.7619626669387871,8,-77,64,Snow,128,12,8.093083632216702,2.8253957970209935,0.9657240725849304,2025-01-25 00:00:51,Afternoon
V615,SUV,87,746,500,0,V2I,Slice3,mMTC,73,56,Simulated Annealing,43,10,0.8634404962940593,0.9387742145737578,3,-80,45,Clear,134,32,6.172384240307352,3.7147401997065543,0.984383910055215,2025-01-25 09:18:55,Morning
V616,Sedan,81,138,225,0,V2I,Slice3,URLLC,156,128,Genetic Algorithm,88,24,0.9577793977360756,0.7118378001806737,10,-84,17,Rain,92,27,9.363698325111589,1.4908302297970328,0.9802695505085597,2025-01-25 16:46:30,Evening
V617,SUV,96,337,757,0,V2V,Slice3,eMBB,203,206,Genetic Algorithm,14,18,0.7194370254903572,0.5900279223415903,3,-63,51,Clear,121,14,9.909272770710388,4.441636672537811,0.8543040630931173,2025-01-25 19:03:59,Evening
V618,Motorcycle,48,402,442,1,V2X,Slice1,mMTC,252,55,Simulated Annealing,71,23,0.7985718369326774,0.4033056276903077,2,-62,28,Fog,97,47,9.564868877683002,1.9722786583901775,0.8762539926077952,2025-01-25 08:12:35,Morning
V619,Truck,60,686,878,0,V2I,Slice1,eMBB,76,211,Simulated Annealing,19,35,0.8165739508959964,0.7424586876937926,9,-72,30,Fog,71,31,7.6344531947396685,0.5369732490062457,0.75479116160061,2025-01-25 03:54:12,Night
V620,SUV,55,68,256,1,V2X,Slice1,eMBB,86,163,Genetic Algorithm,11,26,0.7817020414642695,0.9415179594680777,9,-83,88,Snow,53,43,6.627612151846099,4.287140261181758,0.9757622078818458,2025-01-25 19:07:44,Morning
V621,Motorcycle,34,199,843,0,V2I,Slice1,eMBB,124,138,Simulated Annealing,59,29,0.8525220720667102,0.4781709131745499,2,-70,0,Clear,85,23,7.210587763181552,4.613429388358533,0.7192763004545788,2025-01-25 06:41:41,Morning
V622,Motorcycle,79,986,670,1,V2V,Slice3,mMTC,147,139,Reinforcement Learning,85,47,0.9388587880840091,0.9864318290285291,2,-85,5,Clear,102,37,9.664923328115618,1.090396876505032,0.845105365741279,2025-01-25 10:55:35,Night
