Vehicle_ID,Vehicle_Type,Speed_km_h,Position_X,Position_Y,Vehicle_Priority,Communication_Mode,Slice_ID,Slice_Type,Requested_Bandwidth_Mbps,Allocated_Bandwidth_Mbps,Latency_ms,Energy_Consumption_W,AI_Optimization_Score,Vehicle_Mobility_Index,Congestion_Level,Signal_Strength_dBm,Traffic_Density,Weather_Condition,Throughput_Mbps,AI_Decision_Time_ms,Network_Stability_Index,Packet_Loss_Rate_%,Throughput_Efficiency,Time_Stamp,Time_of_Day
3803,SUV,57.69434018156728,427.2817081273277,781.9838535767095,High,V2V,2,eMBB,18.265420136705604,88.78814582899321,39.51393352555958,7.559312280662722,0.9761190698679472,0.6028151037096816,5,-95.36287334620317,66,Snow,67.53366864649877,1.1508062651470086,0.8741736199423895,4.638965953483823,0.9198400544631108,2023-01-03 15:22:00,Afternoon
3804,SUV,119.04191632762029,422.31387785603226,745.3502883125159,High,V2V,5,URLLC,92.74422282132227,27.844432977469804,46.81726691407869,26.33260948942534,0.938170709160928,0.7563925507618251,7,-99.28108313187526,50,Fog,57.752787923218364,4.925217645967027,0.902497020632271,2.308124844738942,0.9647094405039498,2023-01-03 15:23:00,Evening
3805,SUV,82.39805080248448,253.34836447285903,905.2249235299404,Low,V2V,8,URLLC,61.10460073373569,92.80639547532269,27.96968591580051,40.00923433548476,0.7289341593718455,0.2168608786897379,2,-111.3099269376414,63,Snow,83.04306601474143,1.8376477470412862,0.9851480418910303,3.5268677442350844,0.5228454007239465,2023-01-03 15:24:00,Afternoon
3806,SUV,100.96281255662383,818.2372870192298,395.4875261869222,Low,V2V,7,eMBB,75.42357063250182,39.129623839407444,8.466059079197539,31.614831226363822,0.6928119664442045,0.1472563070157052,1,-81.76946196980475,62,Rain,66.40615269025119,14.731988592475329,0.6311669370158505,3.1252559407387825,0.6952697620379995,2023-01-03 15:25:00,Morning
3807,SUV,49.78171278726549,985.8151058135156,564.1795279294597,Emergency,V2V,9,mMTC,93.75370358493208,39.60246266918842,35.77048229486641,39.13448943708347,0.7223412307971319,0.16770326106821687,9,-73.82895261403122,36,Fog,13.29178240475797,10.500477846369513,0.6967169208309728,3.864153280864627,0.9358104083122578,2023-01-03 15:26:00,Night
3808,Motorcycle,92.14331077510263,256.34172834725786,892.3070473421207,Medium,V2V,3,URLLC,69.48959109322857,26.493498442829207,21.093605615997166,48.2870380197646,0.6345387182724973,0.8742622775375264,8,-112.31320367224242,10,Fog,11.73950475851394,8.364033172573722,0.9365560834780495,1.2405472030897942,0.5994538997770429,2023-01-03 15:27:00,Afternoon
3809,Sedan,4.86110075295862,56.13158802107232,993.8480628553845,Emergency,V2V,4,eMBB,51.10655011113691,91.85228226037707,27.03383700523259,16.132391933455402,0.8074530175097845,0.17134965194928065,4,-97.32899095011084,54,Snow,10.455024292441314,4.470425338740137,0.5684014287732142,2.2756405612113855,0.8444507025113728,2023-01-03 15:28:00,Afternoon
3810,SUV,14.749341905069397,815.5424374190073,969.2943623653549,Emergency,V2V,8,mMTC,57.26006500326585,8.574281371464231,31.71395270792182,49.25251399528323,0.9868344537974771,0.8388878822950255,4,-94.62492032457163,43,Fog,24.335631667313635,6.089347567263897,0.851994513758082,1.064591508123163,0.555705744881063,2023-01-03 15:29:00,Morning
3811,SUV,24.368471150407455,620.2300525347562,717.8438712687341,Medium,V2V,3,mMTC,71.60531311352324,47.602186807055276,36.15714033921936,10.42386534806591,0.5332632400920672,0.8802117625765383,7,-77.12467563012703,16,Fog,93.72453040922127,18.149939041329674,0.8122563794636701,2.7875622596742544,0.8378039023492558,2023-01-03 15:30:00,Afternoon
3812,Sedan,48.23423095382635,959.6988005510044,143.2275578101796,High,V2V,1,mMTC,95.02290111302794,37.8933433795025,32.349838957457735,46.401457745547816,0.894803618713458,0.1571727168236759,3,-114.53550368282353,73,Rain,25.717953657179685,8.356741676836837,0.7716049713318085,0.9717930617340721,0.7084564476115611,2023-01-03 15:31:00,Morning
3813,SUV,101.48938539909157,252.23921907695222,23.186011793026594,Emergency,V2V,2,URLLC,90.08278282561682,19.333697377309704,12.410642618079365,13.693544844760533,0.5295280782895573,0.5294880482931043,10,-104.85679058721227,49,Snow,37.292067502182874,19.1905512054193,0.5869063192606583,4.742437990310145,0.5557928429280041,2023-01-03 15:32:00,Night
3814,Sedan,41.55192609455166,71.02765800128108,825.2183564029418,High,V2I,8,mMTC,61.93605297843925,69.19190977004828,37.66012977757621,37.372452837162484,0.9295215554729264,0.6586181368458652,5,-81.20325068188251,76,Snow,55.04871651248446,9.34539358706109,0.9759759283217273,3.2630969595695976,0.5447408315580168,2023-01-03 15:33:00,Morning
3815,Sedan,78.55454322185554,492.44226086650156,840.9420244918255,High,V2I,7,mMTC,28.990924217013976,85.84889873074394,40.55976256989609,40.24832728264213,0.5728458529904368,0.1296572499904694,7,-62.15219823423594,46,Clear,36.1353206570602,17.29638618363898,0.8601814605808461,4.470485309670401,0.5867777127647019,2023-01-03 15:34:00,Evening
3816,Motorcycle,85.117715376418,85.46602296514749,746.3609082634696,High,V2X,4,mMTC,41.205621221616326,26.921232727988983,2.8459971285267,41.50116602527935,0.7473384898470732,0.5139782132969895,4,-74.70623356656341,92,Clear,18.484449796537433,16.09163873640296,0.6284998578572951,2.6257474986050275,0.7114329473220684,2023-01-03 15:35:00,Morning
3817,Truck,70.34188249060097,261.79000110270744,279.92348599922013,Emergency,V2V,8,URLLC,42.562674843393495,49.78896426169025,16.099022844383114,24.697179307507753,0.7543109829558006,0.4364905681994581,9,-76.3150651850505,15,Snow,68.09869626299862,17.927203782866734,0.9126943671497536,4.4291350475050555,0.8778765974087177,2023-01-03 15:36:00,Morning
3818,Motorcycle,42.869036180416344,125.97786081916828,639.8178595985266,Medium,V2V,3,eMBB,36.02566305867929,57.03925678250545,48.912119209703796,12.621729532613426,0.8152915681572288,0.506510691868308,10,-106.3476084755359,5,Fog,79.0106093346557,2.917525242170412,0.8963238631210935,0.39386614778500817,0.7059059763525277,2023-01-03 15:37:00,Night
3819,Truck,69.24640100562532,224.1321796600787,316.24844181527425,Medium,V2X,1,mMTC,77.20710256914941,40.14400445067558,9.70863372990208,40.82149763579999,0.8026067424763037,0.5384121816175876,7,-100.38103721959946,69,Fog,67.26577594194436,18.256576135550958,0.9688893704617236,4.24267490779203,0.870700870936144,2023-01-03 15:38:00,Morning
3820,Truck,41.071871134769545,106.14465282139184,450.64824610092467,High,V2V,4,eMBB,85.23888414652008,87.93843172530087,9.958191471494887,34.00057216675526,0.8512106393385734,0.6726820759687674,3,-102.8928279856782,68,Clear,60.25989310823285,15.561534154855675,0.9147172855310501,2.9252933556089418,0.895373766045098,2023-01-03 15:39:00,Morning
3821,Truck,10.06484862624145,953.9059994272853,382.4350849805105,High,V2V,6,mMTC,38.78478047588441,46.536457558616895,29.974900323184396,16.605684786234967,0.9243034621889263,0.19956941003362197,8,-75.22279354358339,55,Snow,21.51150592749681,16.38572355393825,0.8563512693402148,2.2158940642032685,0.5666019744601918,2023-01-03 15:40:00,Night
3822,SUV,119.13647738232173,278.5627134497355,913.6400867900556,Medium,V2V,6,mMTC,86.15133878934206,93.45022158982374,17.569928881582662,22.666337254509692,0.5180373909808879,0.8947022530845112,10,-118.30737402749051,8,Snow,65.94165459795974,5.052561376336394,0.9228905177287288,4.521437202205497,0.620661525761413,2023-01-03 15:41:00,Afternoon
3823,Motorcycle,15.261894435901308,443.89758599256544,234.15733074387558,Low,V2V,4,URLLC,76.09936670916936,31.568463287791452,33.198934971164235,18.392898256281175,0.8690456620252989,0.3221350332819981,2,-94.94144895700944,58,Snow,31.69496914561373,8.92595514496557,0.8948860905452283,1.6328573597649725,0.5500042417223139,2023-01-03 15:42:00,Afternoon
3824,Truck,8.681806060326881,898.6118076342224,577.6109045737502,Low,V2V,8,mMTC,49.700483167108395,11.592256976477916,13.869610476010333,46.165599226245625,0.5257139795128927,0.8838411991648832,6,-73.64954887077133,54,Rain,70.9243734596399,9.50613786852536,0.7600772602648215,0.28674229111035376,0.8848043287385288,2023-01-03 15:43:00,Afternoon
3825,Sedan,105.4236899048587,677.3215879614744,360.98152903385915,High,V2I,9,mMTC,72.87967269197992,56.74705385388226,21.87403710109157,41.16656295420054,0.8968911716487775,0.6485073723090553,4,-111.35305267006922,5,Snow,94.89888105143288,7.1330543478079065,0.9177616074692374,1.251263749516844,0.7426290278173278,2023-01-03 15:44:00,Evening
3826,SUV,36.22015930714741,618.0374805617744,663.0711119142258,Medium,V2X,2,eMBB,79.24044801558516,79.10060525234124,49.92319274297761,44.713877691469634,0.8966324254237974,0.6468734310686226,5,-63.42439252224884,83,Fog,37.64510948889233,16.748998238796645,0.9067049988590733,1.0552492003290719,0.5554978350230906,2023-01-03 15:45:00,Night
3827,Motorcycle,78.03563688882092,705.5631903608371,564.563141177475,Low,V2V,3,URLLC,60.49279938428681,39.95522901342254,19.29859661910882,7.322005134138923,0.5954727755468532,0.8375252932274101,10,-65.46473077852076,44,Fog,75.86369163446703,18.873802893647706,0.5950873686582447,0.4507016967369504,0.9195107737159345,2023-01-03 15:46:00,Night
3828,Truck,39.48068755946794,828.8222571053818,923.9776813659405,Medium,V2I,8,eMBB,49.88020503488254,21.658897668621513,5.2221256898838275,34.74599457361142,0.6046244993770347,0.8087170613113378,4,-61.75581932978565,91,Clear,50.81732596272053,16.032153903989236,0.9314223240163906,1.5918027553677476,0.7306980074396237,2023-01-03 15:47:00,Afternoon
3829,Sedan,46.97451249533654,877.6692678517609,101.61215170121318,Emergency,V2V,1,eMBB,19.15430022297531,71.44160009616586,37.37937180257801,17.04212823892552,0.5390448564714385,0.28171500506889713,10,-87.36399727297203,7,Fog,37.61024905212702,12.131230562944893,0.9129209142700005,4.424007798061897,0.6949636234060419,2023-01-03 15:48:00,Afternoon
3830,Motorcycle,31.45355664201558,642.6396706650265,220.6408397567634,High,V2V,1,eMBB,10.123270400753325,29.37965920371885,29.840238000437648,38.66891406368714,0.6201279550517602,0.6574282103530477,2,-111.26223825593081,6,Clear,46.370000609462814,15.788209842842003,0.9490955147413191,4.549532435361703,0.5413597652359868,2023-01-03 15:49:00,Evening
3831,Motorcycle,41.16528069516122,890.0072746940577,766.3479638310558,Low,V2I,7,eMBB,94.35261795243774,74.27639238540792,22.784381871827225,45.098969918444475,0.7496442078753525,0.5039331816621858,2,-74.19603317020773,56,Rain,92.35480527611777,18.15862530876077,0.6483844271190904,4.690977349097198,0.763545804852683,2023-01-03 15:50:00,Afternoon
3832,SUV,49.284048070385175,535.3975274254768,368.7868398948434,High,V2V,7,URLLC,34.07363012003492,28.60893523631041,45.52732591461838,39.466551656226216,0.6944045423406243,0.49394501839479144,9,-69.39753461315607,19,Snow,64.4283475269734,7.482996489501771,0.8628664825102645,4.456247520362544,0.8087446316033511,2023-01-03 15:51:00,Morning
3833,Motorcycle,86.44992829108115,277.2908562684234,165.78378622872393,Emergency,V2V,7,mMTC,69.66856185251358,55.15594148384171,8.184738909643428,45.98858138423986,0.6119025781386852,0.11185896259372426,4,-115.27631538317343,38,Clear,42.480372584466856,5.608998580808011,0.85679118489723,3.8555918020181195,0.748968975196056,2023-01-03 15:52:00,Morning
3834,SUV,61.38434330817502,880.0767088838444,503.32125924538775,Medium,V2V,5,URLLC,94.90250426511724,84.8909427145549,24.9969097395175,22.942651913536224,0.8105376611127594,0.5208922094213888,4,-93.3751708742847,97,Clear,87.6063450895735,2.432232346008073,0.8007362518883381,2.740181089246594,0.7431075631793945,2023-01-03 15:53:00,Afternoon
3835,Truck,113.22782605883724,541.4728274130871,652.1420616113862,High,V2V,7,mMTC,83.64621505411736,23.415536462017386,10.397500439036845,33.087260179739815,0.7613925240356002,0.17639153507338465,1,-83.69370740770013,97,Snow,43.48672211580718,13.09968723525476,0.5715702221186056,2.823931558595381,0.7215704640168045,2023-01-03 15:54:00,Night
3836,SUV,5.025647260653061,906.1375875672343,44.82671415349859,Low,V2V,9,mMTC,21.032452382443694,78.86250217880955,5.0912357415121186,26.368498888447956,0.5627197582245393,0.31509831388367826,10,-80.0328324349797,62,Clear,32.57767970696226,3.696193161072701,0.6280578210413501,2.2106958965261487,0.6210286457639795,2023-01-03 15:55:00,Evening
3837,Sedan,60.36819871584338,40.16781395058122,291.62188936744474,Emergency,V2X,6,eMBB,82.17212054008071,28.888670478622494,22.675332361710087,42.353545816137505,0.6603737088677404,0.10853095961604585,6,-90.59607062840783,69,Clear,77.29358706857202,14.436478910520309,0.6450103834636856,4.23120215710875,0.8393274253115541,2023-01-03 15:56:00,Night
3838,SUV,70.10697465980617,397.51575154123555,809.4225376960429,Low,V2I,6,mMTC,75.37537890784107,64.45983930888073,47.4200022249666,30.337999602674117,0.9704673424510937,0.42073813033175844,9,-117.02698174747881,80,Snow,42.30999735689657,7.882752244838636,0.6160606313358319,3.8093098011307274,0.9109482540190732,2023-01-03 15:57:00,Morning
3839,Sedan,110.42363832891287,947.8050183624682,520.2445666101943,Medium,V2V,3,URLLC,39.64573924185086,26.9341517356579,36.381281605728155,36.94405809857665,0.8367635124461028,0.8402503298832639,8,-84.53474992002631,47,Fog,55.77401866348886,5.9914301109281745,0.6657140020763024,1.5416751637337127,0.7510137933407313,2023-01-03 15:58:00,Afternoon
3840,SUV,5.89902283457131,249.65009275830275,35.37921517331999,Low,V2V,7,mMTC,72.0641618515605,15.31123798492709,12.491019909904058,33.391509293419716,0.9754587244041876,0.7415941804205778,10,-114.49433292107383,10,Fog,25.210254966002747,5.313775559516224,0.6228440198842408,4.513106564662181,0.6399289169967074,2023-01-03 15:59:00,Morning
3841,Motorcycle,68.81995019222592,941.5362460384927,281.95100527470083,Low,V2X,6,URLLC,84.32985030848604,64.7620951659968,23.668525323757322,43.796055042937624,0.7278902567740329,0.14600930736947204,9,-115.54418442004133,51,Rain,32.602684517691145,2.079530736627201,0.648682660530757,2.886601958704536,0.5961283035398584,2023-01-03 16:00:00,Evening
3842,Truck,102.43559142335485,953.9024611292499,639.1406559794214,Low,V2I,5,URLLC,36.227971798275206,58.53993756223989,40.07513588259078,28.773473821389626,0.5101707594440386,0.6702337376861688,1,-114.92656597346178,7,Rain,62.81129257493451,16.98849549125287,0.8592833657794567,2.1739098818069804,0.9540161600193808,2023-01-03 16:01:00,Afternoon
3843,Sedan,29.03132737430839,882.142314225861,199.35946957802474,Emergency,V2V,3,URLLC,88.21263472127183,41.133519517619355,10.575265247167124,9.89710041255282,0.8961159957834661,0.6821226693405056,7,-63.27645528893602,16,Clear,49.75601419064301,12.006482478721297,0.6661477695733504,3.195323380344393,0.610113610484975,2023-01-03 16:02:00,Evening
3844,SUV,105.15508182287249,563.6680450932987,827.3914062194143,Low,V2V,3,mMTC,17.093294565766804,8.30141553504002,10.981131279599566,47.70005847332325,0.5472591816687415,0.7227685385120227,1,-78.6665467124927,30,Snow,48.206688185808154,4.41670960548269,0.7965416382039352,2.585950806246722,0.7606254720521253,2023-01-03 16:03:00,Evening
3845,SUV,2.2852091129150187,646.9394490806385,676.5759070836642,Low,V2V,6,eMBB,57.470900880813005,47.77513411018829,9.870489601230611,30.01711649380139,0.9712645808100046,0.6258929653788876,2,-82.94791544331522,62,Rain,50.39568723589986,3.640837121394905,0.7340659731994144,4.68523619615062,0.9358135071106015,2023-01-03 16:04:00,Evening
3846,SUV,87.89455549604756,869.6169984498691,471.37906094779316,Emergency,V2V,6,URLLC,30.989769081449438,18.38358548369471,30.764710802647848,40.22550006515278,0.6532437961552201,0.15320656357166593,2,-75.96714246766528,37,Fog,13.570367786085345,18.321190264462793,0.752853751288072,1.0412725865874863,0.7990180074942426,2023-01-03 16:05:00,Night
3847,Motorcycle,111.97358654023836,775.8970823891844,915.6237810667849,Emergency,V2I,5,eMBB,75.5209445081569,37.352447693948356,2.4185959122106677,35.55650437443977,0.8294192150066434,0.6221207253747149,3,-105.48943692760045,14,Fog,17.57097930150435,5.789234499298775,0.7166090848032672,0.4785411112915442,0.8065681896182042,2023-01-03 16:06:00,Morning
3848,Motorcycle,78.86371939680747,630.0938494554116,391.8007709246617,Emergency,V2V,3,URLLC,25.737939228547255,57.75781787223971,29.793444741328912,24.42418816545937,0.9231424053986567,0.2720327243217696,3,-101.15143254928705,48,Rain,91.24550742986074,19.32027155887864,0.9739129369614636,0.4097873734538,0.6884286906741015,2023-01-03 16:07:00,Night
3849,Sedan,52.683509277653755,982.2594078707026,235.07341056408526,Medium,V2X,2,mMTC,40.73084102548712,89.54171336877579,41.44311785149807,47.808235813970384,0.7290045324897735,0.5746919651734654,4,-65.8139747567628,17,Snow,81.34995039219925,17.139382570712712,0.8107479638243837,1.363493243421643,0.9089449878008324,2023-01-03 16:08:00,Afternoon
3850,Sedan,5.385721976726163,685.6766363336941,661.4029925267009,Emergency,V2V,4,URLLC,21.46471811152432,51.01807663326174,39.34995573807647,37.978404901033095,0.7150429506079685,0.6428452023390288,6,-80.53621498100101,8,Clear,88.37819797652038,19.119998378600663,0.6150100132673755,4.998145825224673,0.9403478798119502,2023-01-03 16:09:00,Afternoon
3851,Motorcycle,110.41365759871545,975.4819924477612,573.2951874701486,Medium,V2V,4,mMTC,83.0723265059959,22.530472458045033,33.67473344585727,15.418218425303564,0.5930627422694932,0.1849376921339677,4,-70.0185065186235,13,Snow,76.80567806748479,4.372157933288593,0.6779266642324931,3.8104789898266587,0.8471888535549847,2023-01-03 16:10:00,Night
3852,Sedan,56.435546722988974,57.388474607090735,335.24790093122516,Emergency,V2V,2,mMTC,21.904730559212034,90.16036747980952,11.755125319178966,49.81159154127034,0.8640519024394084,0.47340743520149875,7,-63.248216066742614,29,Snow,51.92596547185327,17.04489384675023,0.7207606948175408,2.7010280051566093,0.8795243361674516,2023-01-03 16:11:00,Morning
3853,Truck,3.4796093203137612,138.96037074221246,343.6645613239772,Emergency,V2V,9,mMTC,75.08364453889601,7.331896112317173,41.0044437073615,49.993829927161684,0.6696686079742276,0.2864998554754695,4,-92.98744124804726,67,Clear,57.02593715689049,8.714389708483903,0.6636977197587886,0.867957042804636,0.6775139493514708,2023-01-03 16:12:00,Morning
3854,Truck,82.77852855945143,451.45884600049055,398.2103086341018,High,V2V,3,mMTC,73.65071961615104,62.85381195571919,47.915802990054644,18.0281869009413,0.8138072781470526,0.7459572855431214,10,-85.11174946325762,72,Rain,32.46735630277598,19.346953219995846,0.7292839642822868,0.828787032504671,0.563315649629039,2023-01-03 16:13:00,Afternoon
3855,Motorcycle,57.82047042915098,384.8794608843151,291.13856747936927,High,V2V,1,eMBB,22.813154844543853,28.615290323528846,10.005334129485153,49.333408584991346,0.6233128925454854,0.8450190307183306,9,-101.5888538888336,96,Rain,80.02238360953,5.739180090003344,0.5917221587791315,2.1611073642740903,0.9174794955818064,2023-01-03 16:14:00,Afternoon
3856,Sedan,14.921438093089288,782.7348413570278,710.2414063609225,High,V2X,5,mMTC,60.944596871655534,73.1759133118773,45.606084544284464,32.782086152606915,0.8695294867097441,0.5128978676063728,2,-69.79006851261725,5,Fog,17.93778974882099,8.75921679996243,0.6285425240171684,1.5221674730387693,0.86856923783732,2023-01-03 16:15:00,Night
3857,SUV,25.712617117231147,160.61402646920376,651.3584050512053,High,V2V,3,URLLC,54.71913864812529,34.81008601113297,42.79645546608751,13.335130148465968,0.8482338525939379,0.5439140122202621,1,-92.75495410109654,75,Clear,46.59383002594859,4.06415156529208,0.635276917392734,2.9946905069913323,0.5873352986139697,2023-01-03 16:16:00,Evening
3858,Truck,7.738881654701553,976.0951791114886,440.7776525463927,Emergency,V2V,6,eMBB,63.50541120842279,43.58717962072403,48.9847259348471,49.02120864532991,0.5043351558752105,0.16331561928534155,7,-76.88958384771111,62,Fog,43.55799724423841,4.0118601750163005,0.5569345821285663,2.037084951777355,0.7641379870468403,2023-01-03 16:17:00,Night
3859,Motorcycle,68.91522476502882,315.065875260914,397.85467577923714,Emergency,V2V,1,eMBB,94.35048692621845,74.33750418752793,16.644510835583375,9.585598233791071,0.550926814851267,0.411400947064933,7,-86.04247405822252,36,Rain,45.96372383378536,5.986477508403928,0.585438675475408,3.700139935402391,0.8839574744829564,2023-01-03 16:18:00,Morning
3860,Sedan,74.6435375102411,428.92370774015944,365.0512693597051,Medium,V2V,4,eMBB,17.248332019181667,85.80367206076052,46.76950568722995,33.683347001663144,0.5409883125272613,0.21582563419191675,2,-88.14550870783644,35,Rain,45.86544903292715,11.169855052634073,0.8233893744065228,3.1843099519587206,0.6625494341953403,2023-01-03 16:19:00,Morning
3861,Motorcycle,60.68907580265333,274.7450324400229,283.46832139225353,Emergency,V2V,1,eMBB,83.8453357335112,21.429809714529153,9.796380408830823,42.6700235718381,0.5174086826332621,0.6636014090062698,8,-110.56400349298474,93,Clear,78.23019422701485,1.2960589317420137,0.9581424073742468,2.5409589877461607,0.6820739384069465,2023-01-03 16:20:00,Morning
3862,SUV,98.05225596031379,579.3636173265473,85.69666315705938,Medium,V2V,1,URLLC,87.5896715752675,31.66631717557688,9.583668667970452,42.31749876291859,0.5298338152307351,0.867268946167622,5,-76.59928474926144,50,Rain,25.2442322779262,19.904359640523396,0.7864833598524024,3.3426719564859253,0.7056641671087923,2023-01-03 16:21:00,Morning
3863,Truck,103.32105855696163,58.62870042258395,268.20468552250054,Low,V2V,8,mMTC,21.364668129630367,5.389229886806212,6.242441129184645,5.279136300917562,0.6625135446701809,0.7455419232978857,1,-116.85459907855736,5,Fog,92.54464734459849,13.516336401880856,0.7358316123357505,1.3267705960928304,0.855467106318305,2023-01-03 16:22:00,Night
3864,Motorcycle,73.8749276019752,149.6775055704488,321.20134869306503,Low,V2I,4,URLLC,69.04955245232554,82.09144426049966,21.960832674425102,24.13303636276924,0.8829655769100619,0.41046004479668574,3,-73.27600307047072,13,Fog,51.2563514898127,15.197997546924146,0.5732626742729878,4.843756690301209,0.9130124562874595,2023-01-03 16:23:00,Morning
3865,Motorcycle,1.5307775648916655,745.7977034187242,547.6840062653433,Emergency,V2V,3,mMTC,73.19108331002278,90.24154254631455,1.5969364574764295,8.994119793446648,0.7664072827018833,0.6308905258597644,10,-64.68349852358274,24,Rain,69.02744037806013,16.028701077818578,0.5300141086979774,3.7393010849395076,0.5254940517366011,2023-01-03 16:24:00,Evening
3866,Motorcycle,83.42755868972827,186.5005834048039,773.7885090780497,Low,V2I,6,eMBB,59.379965426638066,30.150110981496148,19.685853928324406,16.682659335017416,0.5531175127670873,0.8979626819710081,6,-72.02546898169678,83,Rain,62.31308104865631,16.428496319063605,0.997628171298755,2.5331206667615427,0.6410746838621972,2023-01-03 16:25:00,Night
3867,SUV,50.15990603044219,235.51445155666283,395.7021448340316,Emergency,V2V,9,eMBB,55.26369624630983,39.60995635512501,31.670381090568107,47.2111962826416,0.5260033764630796,0.1326147228293106,3,-108.5079672830301,89,Snow,79.62721671602782,13.456723719886641,0.6466875278066705,1.060772078634232,0.9936181168662079,2023-01-03 16:26:00,Evening
3868,Motorcycle,67.86689798716644,792.9822357248378,944.7569058520918,Medium,V2V,6,eMBB,38.603658351272124,43.60608546265862,4.834810481514715,44.79929368030868,0.5520278299420576,0.3224546727412212,4,-101.64561481643389,95,Fog,8.197571961459715,3.4112402398921997,0.530141876156822,0.13213976969397306,0.8808201098622609,2023-01-03 16:27:00,Afternoon
3869,SUV,77.88967224226613,93.3011783572536,827.3499634411625,High,V2V,1,eMBB,72.01734276366113,41.87766791001273,41.10527127461523,34.664266247733515,0.6867388015975331,0.16331722301500723,2,-107.38598246334891,25,Fog,8.464023452499063,10.90814197309704,0.7868465016120154,0.1969004645704431,0.5556385186856446,2023-01-03 16:28:00,Night
3870,SUV,42.02839371924921,437.4738227708409,984.8018478837452,Low,V2V,8,mMTC,35.69919922500654,40.35878131279999,15.343287408035865,45.428381736039526,0.6520845615399039,0.6104355068785252,8,-106.1084113272834,9,Clear,71.32257449035846,1.401397752005667,0.6633464073443855,1.3430277586319488,0.7150963301045115,2023-01-03 16:29:00,Night
3871,SUV,110.05182062061532,23.063386997226985,876.2030410414817,Emergency,V2V,1,eMBB,51.40208683333936,47.8287159393352,3.2763215207373015,19.230806414429843,0.8549144612281592,0.7736545992048016,8,-71.15585112641273,24,Clear,49.59486864875035,5.671929094671471,0.6006688815158703,2.743428307287393,0.9198667965819325,2023-01-03 16:30:00,Evening
3872,Truck,16.076984009973746,346.80739931790384,616.7259493093792,High,V2V,3,mMTC,87.16322505853284,18.840523130331626,19.355980162346036,42.266427671599374,0.812745695915102,0.3908878033176376,4,-116.20961013812698,28,Rain,92.27767209204468,19.74302311974339,0.7053272700192923,1.2332503117486953,0.7668494165363173,2023-01-03 16:31:00,Night
3873,Truck,80.58141687372449,698.9814026107545,598.4792878167189,Medium,V2X,9,eMBB,18.058601179563162,10.191200158937079,7.7833988634943605,35.822790878262936,0.9383587004059373,0.41521196477226974,8,-91.83770127810543,54,Clear,47.37688665844361,7.8703737476314615,0.514261986394219,2.5742839650036027,0.5677321495199248,2023-01-03 16:32:00,Evening
3874,Motorcycle,0.5231495947896514,90.10327971722832,129.52612675421705,Emergency,V2I,4,URLLC,57.55332312720282,70.1173856459196,39.968736611814634,38.02952936394969,0.9741633963649914,0.33524572288385307,7,-84.28294299273048,70,Fog,23.124490651213247,16.172368769631202,0.6932218763152056,1.6490715295197909,0.7227687883500094,2023-01-03 16:33:00,Evening
3875,Motorcycle,110.9581326486217,888.33462677876,722.3992488915677,Low,V2V,8,eMBB,53.74666544689,81.19094091771144,17.366357719845926,8.858646966482107,0.5007216185581873,0.5507368099709107,6,-63.043519508480856,86,Fog,82.9777529437523,9.10097250272576,0.6115245812764348,1.8610492098067366,0.875266293382135,2023-01-03 16:34:00,Evening
3876,Truck,13.500495988570979,909.4990429407161,600.2068575926713,Medium,V2V,9,mMTC,44.0633258278257,77.91735012486316,6.733748388704574,20.703614300543094,0.6140702199198734,0.20118227018560406,3,-80.86226852066824,18,Snow,47.65461093759885,17.05288520273212,0.8883951656690066,4.218168531497526,0.8140779129786172,2023-01-03 16:35:00,Morning
3877,Sedan,11.386107617708955,104.99037512513509,506.9321033959847,Emergency,V2V,8,mMTC,63.77767235544617,61.39638378512277,23.22933329346232,7.192110932374243,0.5389929129024109,0.25058773837450526,8,-77.71660690038695,53,Fog,9.520931543477491,13.83563059205797,0.5960690944011613,0.9652088935674713,0.7500431927502789,2023-01-03 16:36:00,Afternoon
3878,Truck,39.96091596626931,990.7324363757767,693.2868725572886,Low,V2V,6,URLLC,11.406385153581088,92.1930113511793,23.14685606761534,11.772568106652766,0.6533022487380986,0.16496423740782945,2,-87.30336151697512,73,Snow,72.91105840921664,5.34476887126801,0.6915446026535372,4.623438186666739,0.9131647060633226,2023-01-03 16:37:00,Afternoon
3879,SUV,44.82795432468967,297.5295533954889,444.0478428379937,Medium,V2I,9,mMTC,54.32226174551762,5.138880075787821,14.50486563322378,17.217345614407883,0.798653468173673,0.21470291780485262,4,-97.78435169379961,60,Snow,38.9924951351295,10.01371326486829,0.9444398388560733,3.848163503407095,0.7502328073973461,2023-01-03 16:38:00,Night
3880,Truck,25.716008678745435,84.10167113160605,523.8596624082862,Medium,V2I,6,URLLC,53.712148638858345,33.758808093683484,17.022825097629806,31.355774628055325,0.6331831464522533,0.77495687203928,5,-98.79728884225935,69,Fog,81.88473833337346,18.817606233654093,0.5910177070244058,3.8391612594694906,0.8886068755671863,2023-01-03 16:39:00,Afternoon
3881,SUV,70.21459931125496,5.067114497262271,398.35230480325635,High,V2V,5,eMBB,56.45010624780769,32.90145000259403,38.67310459624146,39.1946617998213,0.5949450653544648,0.2441066215695943,5,-77.7988423384759,33,Fog,15.011612189806565,14.405581370363688,0.7926710412060103,4.5316947725778105,0.6893036151187144,2023-01-03 16:40:00,Afternoon
